CustomerID,Recency,Frequency,Monetary,TotalQuantity,UniqueProducts,AverageOrderValue,Cluster,Segment
13792,187,1,74.60000000000001,28,4,74.60000000000001,1,At-Risk / Low-Value
13798,7,41,28066.24,17638,95,684.5424390243903,3,High-Value / Loyal
13799,16,2,688.86,402,32,344.43,2,Recent / Potential
13800,209,1,558.32,331,33,558.32,1,At-Risk / Low-Value
13802,38,3,4599.42,2572,55,1533.14,0,Regular / Mid-Value
13803,155,1,277.07,121,17,277.07,1,At-Risk / Low-Value
13804,41,3,1355.11,791,74,451.7033333333333,0,Regular / Mid-Value
13805,29,1,500.24,728,6,500.24,2,Recent / Potential
13807,267,1,112.6,36,7,112.6,1,At-Risk / Low-Value
13809,205,1,155.05,29,11,155.05,1,At-Risk / Low-Value
13811,83,3,814.5,68,7,271.5,0,Regular / Mid-Value
13812,5,1,278.74,191,20,278.74,2,Recent / Potential
13813,34,1,385.14,177,17,385.14,2,Recent / Potential
13814,37,1,617.54,332,31,617.54,2,Recent / Potential
13815,72,2,2977.75,1965,110,1488.875,0,Regular / Mid-Value
13817,251,1,128.7,63,9,128.7,1,At-Risk / Low-Value
13819,201,3,1140.35,1109,26,380.1166666666666,0,Regular / Mid-Value
13821,44,2,385.64,153,51,192.82,0,Regular / Mid-Value
13824,35,4,1429.84,660,26,357.46,0,Regular / Mid-Value
13826,76,1,189.5,82,10,189.5,1,At-Risk / Low-Value
13827,33,2,300.76,95,59,150.38,2,Recent / Potential
13831,38,4,1455.3899999999999,517,57,363.84749999999997,0,Regular / Mid-Value
13833,59,1,384.8,118,28,384.8,1,At-Risk / Low-Value
13835,55,2,537.34,291,28,268.67,0,Regular / Mid-Value
13837,111,2,271.24,183,17,135.62,1,At-Risk / Low-Value
13838,17,3,479.59,169,106,159.86333333333332,2,Recent / Potential
13841,152,1,85.0,100,1,85.0,1,At-Risk / Low-Value
13842,55,7,2165.27,893,96,309.32428571428574,0,Regular / Mid-Value
13846,142,2,663.9300000000001,345,43,331.96500000000003,0,Regular / Mid-Value
13848,197,2,935.0,2700,3,467.5,0,Regular / Mid-Value
13849,70,1,593.5799999999999,332,38,593.5799999999999,1,At-Risk / Low-Value
13850,29,1,1595.48,944,93,1595.48,2,Recent / Potential
13851,28,2,1353.28,1023,65,676.64,0,Regular / Mid-Value
13854,6,19,6145.16,1742,33,323.4294736842105,3,High-Value / Loyal
13856,68,3,388.5,494,10,129.5,0,Regular / Mid-Value
13859,226,1,201.16,129,27,201.16,1,At-Risk / Low-Value
13862,8,6,1781.3,1277,77,296.8833333333333,3,High-Value / Loyal
13863,147,1,305.78,224,20,305.78,1,At-Risk / Low-Value
13865,36,3,383.34000000000003,154,23,127.78000000000002,0,Regular / Mid-Value
13867,118,1,138.85,31,8,138.85,1,At-Risk / Low-Value
13869,23,4,3104.95,1721,234,776.2375,3,High-Value / Loyal
13870,1,5,2179.4700000000003,1058,82,435.89400000000006,3,High-Value / Loyal
13871,12,8,4074.2400000000002,1746,116,509.28000000000003,3,High-Value / Loyal
13873,19,3,389.6,140,21,129.86666666666667,2,Recent / Potential
13874,258,1,540.45,180,18,540.45,1,At-Risk / Low-Value
13875,33,4,1424.8,1005,66,356.2,0,Regular / Mid-Value
13880,45,8,1680.76,852,69,210.095,3,High-Value / Loyal
13881,7,9,6969.14,4766,46,774.348888888889,3,High-Value / Loyal
13883,118,4,1742.78,904,94,435.695,0,Regular / Mid-Value
13884,177,3,196.25,65,10,65.41666666666667,1,At-Risk / Low-Value
13885,89,2,506.8,182,28,253.4,0,Regular / Mid-Value
13887,104,1,349.55,147,19,349.55,1,At-Risk / Low-Value
13888,19,2,605.63,258,38,302.815,2,Recent / Potential
13890,7,2,501.11,271,25,250.555,2,Recent / Potential
13892,146,1,54.519999999999996,140,3,54.519999999999996,1,At-Risk / Low-Value
13893,197,1,821.1,190,21,821.1,1,At-Risk / Low-Value
13894,210,1,160.85,105,10,160.85,1,At-Risk / Low-Value
13895,43,2,937.3000000000001,436,39,468.65000000000003,0,Regular / Mid-Value
13898,225,1,155.93,133,12,155.93,1,At-Risk / Low-Value
13899,174,1,298.5,122,15,298.5,1,At-Risk / Low-Value
13900,83,3,740.95,430,42,246.98333333333335,0,Regular / Mid-Value
13901,7,4,2652.28,1547,129,663.07,3,High-Value / Loyal
13904,194,1,201.12,223,17,201.12,1,At-Risk / Low-Value
13908,26,3,1461.61,919,65,487.2033333333333,0,Regular / Mid-Value
13911,44,8,2437.63,2189,120,304.70375,3,High-Value / Loyal
13917,91,1,65.38,38,5,65.38,1,At-Risk / Low-Value
13918,153,1,198.2,100,8,198.2,1,At-Risk / Low-Value
13919,21,1,213.15,338,16,213.15,2,Recent / Potential
13922,251,1,172.25,93,7,172.25,1,At-Risk / Low-Value
13925,21,2,496.05,267,25,248.025,2,Recent / Potential
13928,6,2,225.45000000000002,87,13,112.72500000000001,2,Recent / Potential
13929,69,2,842.65,143,8,421.325,0,Regular / Mid-Value
13930,36,1,210.0,210,10,210.0,1,At-Risk / Low-Value
13931,180,1,378.21000000000004,211,20,378.21000000000004,1,At-Risk / Low-Value
13932,194,1,307.4,72,16,307.4,1,At-Risk / Low-Value
13933,9,2,608.7900000000001,205,23,304.39500000000004,2,Recent / Potential
13934,163,1,922.1,390,31,922.1,1,At-Risk / Low-Value
13936,79,1,376.58,330,26,376.58,1,At-Risk / Low-Value
13937,69,1,158.85,123,9,158.85,1,At-Risk / Low-Value
13939,8,2,390.21,657,32,195.105,2,Recent / Potential
13940,16,2,391.06,240,25,195.53,2,Recent / Potential
13941,71,3,2831.26,1382,20,943.7533333333334,0,Regular / Mid-Value
13946,101,2,485.96999999999997,263,9,242.98499999999999,0,Regular / Mid-Value
13948,260,1,102.0,40,3,102.0,1,At-Risk / Low-Value
13950,146,1,179.30999999999997,81,7,179.30999999999997,1,At-Risk / Low-Value
13951,76,3,674.45,459,38,224.8166666666667,0,Regular / Mid-Value
13952,117,2,3251.071,1431,120,1625.5355,0,Regular / Mid-Value
13953,15,5,2604.36,2048,8,520.8720000000001,3,High-Value / Loyal
13955,54,2,322.96,154,33,161.48,1,At-Risk / Low-Value
13956,38,3,680.27,385,95,226.75666666666666,0,Regular / Mid-Value
13959,181,2,337.44,198,31,168.72,1,At-Risk / Low-Value
13962,145,1,117.6,30,7,117.6,1,At-Risk / Low-Value
13963,208,4,664.54,460,35,166.135,0,Regular / Mid-Value
13967,45,1,80.7,42,2,80.7,1,At-Risk / Low-Value
13969,7,11,3911.35,1983,221,355.5772727272727,3,High-Value / Loyal
13971,6,6,1985.9,1332,95,330.98333333333335,3,High-Value / Loyal
13972,101,1,145.9,42,9,145.9,1,At-Risk / Low-Value
13973,187,1,264.7,109,11,264.7,1,At-Risk / Low-Value
13975,28,4,1497.71,967,166,374.4275,0,Regular / Mid-Value
13976,106,1,357.98,154,10,357.98,1,At-Risk / Low-Value
13982,63,3,1230.1399999999999,783,45,410.0466666666666,0,Regular / Mid-Value
13983,87,8,1681.06,793,65,210.1325,0,Regular / Mid-Value
13984,26,4,819.33,647,10,204.8325,0,Regular / Mid-Value
13985,7,7,2773.04,1380,55,396.1485714285714,3,High-Value / Loyal
13988,62,3,1923.5,1290,99,641.1666666666666,0,Regular / Mid-Value
13989,139,1,896.6700000000001,869,23,896.6700000000001,1,At-Risk / Low-Value
13990,113,1,311.3,190,16,311.3,1,At-Risk / Low-Value
13991,43,1,126.35,83,7,126.35,1,At-Risk / Low-Value
13993,0,6,2247.41,653,59,374.5683333333333,3,High-Value / Loyal
13994,5,2,419.56,133,18,209.78,2,Recent / Potential
13995,15,3,871.9,608,39,290.6333333333333,2,Recent / Potential
13999,15,8,2561.94,1591,86,320.2425,3,High-Value / Loyal
14000,111,1,635.66,710,15,635.66,1,At-Risk / Low-Value
14001,132,2,1309.14,632,21,654.57,0,Regular / Mid-Value
14002,34,2,529.73,877,47,264.865,2,Recent / Potential
14004,8,4,2962.26,1632,66,740.565,3,High-Value / Loyal
14005,33,3,696.56,864,29,232.18666666666664,0,Regular / Mid-Value
14006,15,3,962.19,641,22,320.73,2,Recent / Potential
14009,98,2,695.61,365,42,347.805,0,Regular / Mid-Value
14012,177,1,328.8,160,11,328.8,1,At-Risk / Low-Value
14013,10,3,473.02,462,30,157.67333333333332,2,Recent / Potential
14016,61,4,4341.21,2125,154,1085.3025,0,Regular / Mid-Value
14019,38,1,384.29,233,25,384.29,1,At-Risk / Low-Value
14021,55,3,631.9,192,22,210.63333333333333,0,Regular / Mid-Value
14022,125,1,440.0,487,28,440.0,1,At-Risk / Low-Value
14023,150,1,273.14,162,16,273.14,1,At-Risk / Low-Value
14024,21,2,327.7,150,16,163.85,2,Recent / Potential
14029,44,1,165.20000000000002,24,6,165.20000000000002,1,At-Risk / Low-Value
14030,21,6,1657.5,860,147,276.25,3,High-Value / Loyal
14031,26,13,9627.03,3588,101,740.5407692307692,3,High-Value / Loyal
14032,68,6,1845.37,1325,43,307.56166666666667,0,Regular / Mid-Value
14034,57,2,473.90999999999997,307,23,236.95499999999998,0,Regular / Mid-Value
14035,7,3,837.26,447,18,279.08666666666664,2,Recent / Potential
14036,184,1,626.65,268,38,626.65,1,At-Risk / Low-Value
14037,76,2,147.20000000000002,46,27,73.60000000000001,1,At-Risk / Low-Value
14038,44,2,1086.42,701,49,543.21,0,Regular / Mid-Value
14040,17,9,2485.91,1147,121,276.2122222222222,3,High-Value / Loyal
14041,166,1,141.41,94,21,141.41,1,At-Risk / Low-Value
14044,3,3,542.11,251,144,180.70333333333335,2,Recent / Potential
14045,9,4,1659.75,535,4,414.9375,2,Recent / Potential
14046,184,1,154.99,460,14,154.99,1,At-Risk / Low-Value
14047,99,3,635.92,210,15,211.97333333333333,0,Regular / Mid-Value
14048,205,1,409.93,288,83,409.93,1,At-Risk / Low-Value
14049,58,3,3285.39,2171,211,1095.1299999999999,0,Regular / Mid-Value
14050,6,1,485.98,447,37,485.98,2,Recent / Potential
14051,13,15,8687.44,2196,42,579.1626666666667,3,High-Value / Loyal
14053,24,2,260.25,215,2,130.125,2,Recent / Potential
14055,6,1,725.6400000000001,216,10,725.6400000000001,2,Recent / Potential
14056,7,17,5382.51,2877,274,316.61823529411765,3,High-Value / Loyal
14057,0,13,4811.98,3948,155,370.15230769230766,3,High-Value / Loyal
14059,166,1,183.6,128,8,183.6,1,At-Risk / Low-Value
14060,8,14,4102.78,3770,67,293.05571428571426,3,High-Value / Loyal
14062,12,9,7801.79,3615,57,866.8655555555556,3,High-Value / Loyal
14064,13,4,1097.6799999999998,1513,44,274.41999999999996,2,Recent / Potential
14066,166,1,152.55,45,7,152.55,1,At-Risk / Low-Value
14068,220,1,265.85,73,22,265.85,1,At-Risk / Low-Value
14071,160,2,356.81,295,22,178.405,1,At-Risk / Low-Value
14075,161,1,307.92,270,18,307.92,1,At-Risk / Low-Value
14076,29,1,122.47,81,43,122.47,1,At-Risk / Low-Value
14077,82,3,310.4,148,30,103.46666666666665,0,Regular / Mid-Value
14078,1,6,1049.37,310,46,174.89499999999998,3,High-Value / Loyal
14079,24,1,375.1,301,12,375.1,2,Recent / Potential
14081,202,2,934.52,596,126,467.26,0,Regular / Mid-Value
14082,264,1,182.25,110,28,182.25,1,At-Risk / Low-Value
14083,26,7,548.92,401,92,78.41714285714285,0,Regular / Mid-Value
14085,41,12,3248.19,2197,228,270.6825,3,High-Value / Loyal
14088,28,7,25507.89,7074,232,3643.9842857142858,3,High-Value / Loyal
14090,224,1,76.32000000000001,72,1,76.32000000000001,1,At-Risk / Low-Value
14092,31,9,2437.8,1262,87,270.8666666666667,3,High-Value / Loyal
14096,1,1,21.84,7,6,21.84,2,Recent / Potential
14099,20,8,2309.92,1726,143,288.74,3,High-Value / Loyal
14100,37,1,194.9,64,24,194.9,1,At-Risk / Low-Value
14101,42,5,4944.389999999999,6406,15,988.8779999999999,3,High-Value / Loyal
14104,54,2,216.20999999999998,72,21,108.10499999999999,1,At-Risk / Low-Value
14105,139,1,1266.23,800,74,1266.23,0,Regular / Mid-Value
14107,76,5,1836.84,1280,55,367.368,0,Regular / Mid-Value
14108,1,1,291.33,209,16,291.33,2,Recent / Potential
14110,19,5,3259.62,1534,65,651.924,3,High-Value / Loyal
14111,6,2,247.2,184,3,123.6,2,Recent / Potential
14112,30,4,1900.82,1148,89,475.205,0,Regular / Mid-Value
14113,254,1,433.5,102,2,433.5,1,At-Risk / Low-Value
14114,173,2,386.53,101,15,193.265,1,At-Risk / Low-Value
14116,21,1,319.97,162,17,319.97,2,Recent / Potential
14117,43,1,90.0,72,3,90.0,1,At-Risk / Low-Value
14127,22,3,709.71,321,39,236.57000000000002,2,Recent / Potential
14128,155,1,305.54,269,22,305.54,1,At-Risk / Low-Value
14129,160,1,358.90000000000003,164,16,358.90000000000003,1,At-Risk / Low-Value
14130,219,1,483.86,258,66,483.86,1,At-Risk / Low-Value
14132,13,5,1552.46,1420,48,310.492,3,High-Value / Loyal
14133,29,3,605.64,348,25,201.88,2,Recent / Potential
14135,5,10,3190.32,3364,82,319.03200000000004,3,High-Value / Loyal
14141,5,1,285.16,140,16,285.16,2,Recent / Potential
14142,273,1,311.81,313,22,311.81,1,At-Risk / Low-Value
14143,33,1,115.8,30,7,115.8,1,At-Risk / Low-Value
14145,56,3,2851.2,576,6,950.4,0,Regular / Mid-Value
14146,154,2,1903.73,811,62,951.865,0,Regular / Mid-Value
14147,185,1,182.8,40,2,182.8,1,At-Risk / Low-Value
14148,133,1,157.2,16,3,157.2,1,At-Risk / Low-Value
14149,120,1,446.62,218,28,446.62,1,At-Risk / Low-Value
14150,259,1,306.18,262,12,306.18,1,At-Risk / Low-Value
14152,134,1,314.51,369,29,314.51,1,At-Risk / Low-Value
14154,139,2,1345.62,465,52,672.81,0,Regular / Mid-Value
14155,166,1,118.75,25,6,118.75,1,At-Risk / Low-Value
14156,14,35,85001.9,40599,596,2428.625714285714,3,High-Value / Loyal
14157,185,1,277.17,199,36,277.17,1,At-Risk / Low-Value
14159,44,6,2184.21,1951,343,364.035,0,Regular / Mid-Value
14161,115,3,1110.52,455,87,370.17333333333335,0,Regular / Mid-Value
14162,73,2,289.36,142,25,144.68,1,At-Risk / Low-Value
14163,52,3,1659.39,589,31,553.13,0,Regular / Mid-Value
14165,175,1,122.53999999999999,54,23,122.53999999999999,1,At-Risk / Low-Value
14167,65,3,402.1,106,23,134.03333333333333,0,Regular / Mid-Value
14173,119,1,114.04,40,11,114.04,1,At-Risk / Low-Value
14175,71,2,1205.99,626,58,602.995,0,Regular / Mid-Value
14176,197,4,576.9000000000001,209,28,144.22500000000002,0,Regular / Mid-Value
14177,79,1,118.08,39,19,118.08,1,At-Risk / Low-Value
14178,43,2,312.89,282,74,156.445,1,At-Risk / Low-Value
14180,6,21,4110.12,619,107,195.72,3,High-Value / Loyal
14185,231,1,197.65,6,3,197.65,1,At-Risk / Low-Value
14188,9,4,1383.46,783,25,345.865,2,Recent / Potential
14189,13,10,2906.96,2450,119,290.696,3,High-Value / Loyal
14191,8,7,2258.26,1388,71,322.60857142857145,3,High-Value / Loyal
14193,169,1,422.53999999999996,250,23,422.53999999999996,1,At-Risk / Low-Value
14194,6,12,5666.45,3243,203,472.20416666666665,3,High-Value / Loyal
14195,101,2,1012.0,760,7,506.0,0,Regular / Mid-Value
14196,6,1,335.52,142,6,335.52,2,Recent / Potential
14198,45,2,356.95,167,21,178.475,0,Regular / Mid-Value
14199,118,1,185.39999999999998,28,2,185.39999999999998,1,At-Risk / Low-Value
14201,49,5,521.24,360,19,104.248,0,Regular / Mid-Value
14205,164,1,222.9,126,14,222.9,1,At-Risk / Low-Value
14206,139,1,328.15999999999997,276,20,328.15999999999997,1,At-Risk / Low-Value
14209,21,5,1876.33,657,54,375.26599999999996,3,High-Value / Loyal
14210,5,6,1905.8400000000001,760,66,317.64000000000004,3,High-Value / Loyal
14211,107,5,909.89,497,44,181.978,0,Regular / Mid-Value
14214,56,3,899.16,671,56,299.71999999999997,0,Regular / Mid-Value
14215,86,4,1098.27,589,58,274.5675,0,Regular / Mid-Value
14217,55,9,1085.0,336,49,120.55555555555556,0,Regular / Mid-Value
14220,147,2,632.4,272,21,316.2,0,Regular / Mid-Value
14221,13,7,2617.0099999999998,1546,91,373.8585714285714,3,High-Value / Loyal
14222,77,1,683.17,607,41,683.17,1,At-Risk / Low-Value
14223,57,2,656.59,391,35,328.295,0,Regular / Mid-Value
14224,10,4,1050.12,514,105,262.53,2,Recent / Potential
14226,110,2,1709.4,1087,40,854.7,0,Regular / Mid-Value
14227,96,7,2399.52,1279,104,342.7885714285714,0,Regular / Mid-Value
14229,191,2,762.13,303,23,381.065,0,Regular / Mid-Value
14231,83,3,925.71,409,47,308.57,0,Regular / Mid-Value
14232,15,4,1573.33,1503,71,393.3325,2,Recent / Potential
14233,111,3,959.1,410,15,319.7,0,Regular / Mid-Value
14235,57,4,2802.86,1841,62,700.715,0,Regular / Mid-Value
14236,272,1,189.3,38,3,189.3,1,At-Risk / Low-Value
14237,273,1,161.0,38,9,161.0,1,At-Risk / Low-Value
14238,226,1,146.85,111,8,146.85,1,At-Risk / Low-Value
14239,30,7,1415.54,654,63,202.22,3,High-Value / Loyal
14240,125,1,226.85,79,10,226.85,1,At-Risk / Low-Value
14241,83,1,213.70000000000002,146,10,213.70000000000002,1,At-Risk / Low-Value
14242,134,2,280.55,123,13,140.275,1,At-Risk / Low-Value
14243,40,7,1990.78,866,86,284.39714285714285,3,High-Value / Loyal
14245,119,2,1693.45,976,107,846.725,0,Regular / Mid-Value
14246,10,3,1474.06,804,57,491.3533333333333,2,Recent / Potential
14247,178,1,136.76999999999998,47,19,136.76999999999998,1,At-Risk / Low-Value
14248,218,1,302.58,102,8,302.58,1,At-Risk / Low-Value
14256,160,2,969.0600000000001,414,51,484.53000000000003,0,Regular / Mid-Value
14257,23,4,2725.84,1338,84,681.46,0,Regular / Mid-Value
14258,51,7,9386.32,5420,52,1340.902857142857,3,High-Value / Loyal
14259,41,1,120.0,68,5,120.0,1,At-Risk / Low-Value
14262,7,3,855.0,593,42,285.0,2,Recent / Potential
14264,54,2,333.97,70,15,166.985,1,At-Risk / Low-Value
14265,9,2,530.18,330,31,265.09,2,Recent / Potential
14267,62,3,1516.24,530,25,505.41333333333336,0,Regular / Mid-Value
14270,231,1,492.65000000000003,197,29,492.65000000000003,1,At-Risk / Low-Value
14271,125,1,112.32,88,10,112.32,1,At-Risk / Low-Value
14272,154,1,132.09,87,8,132.09,1,At-Risk / Low-Value
14273,36,3,450.05,196,18,150.01666666666668,0,Regular / Mid-Value
14276,80,2,720.4,512,37,360.2,0,Regular / Mid-Value
14277,112,1,1637.43,859,71,1637.43,0,Regular / Mid-Value
14280,96,1,134.04,52,8,134.04,1,At-Risk / Low-Value
14282,9,9,2495.44,1800,58,277.2711111111111,3,High-Value / Loyal
14285,76,1,5.9,2,1,5.9,1,At-Risk / Low-Value
14286,142,1,2050.08,1998,141,2050.08,0,Regular / Mid-Value
14287,98,2,83.28,216,4,41.64,1,At-Risk / Low-Value
14288,113,1,426.6,188,16,426.6,1,At-Risk / Low-Value
14289,34,5,832.78,278,33,166.55599999999998,0,Regular / Mid-Value
14290,261,1,777.5600000000001,220,23,777.5600000000001,1,At-Risk / Low-Value
14291,20,7,2355.54,1478,96,336.5057142857143,3,High-Value / Loyal
14292,45,4,2590.21,825,50,647.5525,0,Regular / Mid-Value
14293,47,3,739.41,427,40,246.47,0,Regular / Mid-Value
14297,174,1,232.6,78,11,232.6,1,At-Risk / Low-Value
14298,23,36,35591.84,42823,665,988.6622222222221,3,High-Value / Loyal
14299,7,5,2437.14,922,70,487.428,3,High-Value / Loyal
14301,17,1,640.14,606,13,640.14,2,Recent / Potential
14304,122,1,383.45,139,17,383.45,1,At-Risk / Low-Value
14305,13,2,1048.45,582,62,524.225,2,Recent / Potential
14307,34,4,2307.89,1711,119,576.9725,0,Regular / Mid-Value
14309,68,6,1310.02,964,57,218.33666666666667,0,Regular / Mid-Value
14311,142,1,310.26,146,20,310.26,1,At-Risk / Low-Value
14312,86,4,854.59,385,42,213.6475,0,Regular / Mid-Value
14314,6,1,120.0,296,8,120.0,2,Recent / Potential
14315,29,5,1550.15,689,49,310.03000000000003,0,Regular / Mid-Value
14320,106,2,477.79,325,29,238.895,1,At-Risk / Low-Value
14321,16,3,900.65,1516,75,300.21666666666664,2,Recent / Potential
14323,14,2,605.0600000000001,350,32,302.53000000000003,2,Recent / Potential
14326,142,1,183.85,103,8,183.85,1,At-Risk / Low-Value
14327,63,1,311.65,139,12,311.65,1,At-Risk / Low-Value
14329,8,4,3485.03,2184,169,871.2575,3,High-Value / Loyal
14331,24,2,462.65999999999997,252,27,231.32999999999998,2,Recent / Potential
14332,47,1,119.04,48,2,119.04,1,At-Risk / Low-Value
14334,22,6,2013.51,1427,87,335.585,3,High-Value / Loyal
14336,98,3,1114.39,989,53,371.46333333333337,0,Regular / Mid-Value
14338,61,2,588.22,335,30,294.11,0,Regular / Mid-Value
14339,142,1,309.52,168,14,309.52,1,At-Risk / Low-Value
14340,118,1,134.7,58,6,134.7,1,At-Risk / Low-Value
14341,30,6,1139.52,709,54,189.92,0,Regular / Mid-Value
14342,37,2,419.74,176,11,209.87,2,Recent / Potential
14344,27,8,889.9300000000001,477,56,111.24125000000001,3,High-Value / Loyal
14346,20,2,1021.58,605,55,510.79,2,Recent / Potential
14348,160,1,409.57,183,18,409.57,1,At-Risk / Low-Value
14350,174,1,282.93,183,18,282.93,1,At-Risk / Low-Value
14351,64,1,51.0,12,1,51.0,1,At-Risk / Low-Value
14352,57,4,1078.96,538,44,269.74,0,Regular / Mid-Value
14353,115,1,90.6,64,6,90.6,1,At-Risk / Low-Value
14355,265,1,174.4,92,11,174.4,1,At-Risk / Low-Value
14364,8,8,3717.35,1967,61,464.66875,3,High-Value / Loyal
14367,37,10,5448.45,2573,209,544.845,3,High-Value / Loyal
14368,219,1,155.0,36,8,155.0,1,At-Risk / Low-Value
14371,195,1,100.5,34,4,100.5,1,At-Risk / Low-Value
14373,258,1,76.55,17,4,76.55,1,At-Risk / Low-Value
14375,85,1,257.68,194,57,257.68,1,At-Risk / Low-Value
14377,91,2,617.05,219,11,308.525,0,Regular / Mid-Value
14379,195,1,110.98,128,17,110.98,1,At-Risk / Low-Value
14383,63,1,242.09,201,15,242.09,1,At-Risk / Low-Value
14386,196,1,142.4,54,7,142.4,1,At-Risk / Low-Value
14387,9,1,440.76,209,40,440.76,2,Recent / Potential
14388,21,5,1835.1100000000001,1179,80,367.02200000000005,3,High-Value / Loyal
14389,90,1,311.14,189,19,311.14,1,At-Risk / Low-Value
14390,44,4,1592.66,740,95,398.165,0,Regular / Mid-Value
14393,118,1,67.95,13,5,67.95,1,At-Risk / Low-Value
14395,77,6,1966.22,972,114,327.7033333333333,0,Regular / Mid-Value
14396,271,1,110.35000000000001,39,34,110.35000000000001,1,At-Risk / Low-Value
14397,9,9,856.0,652,13,95.11111111111111,3,High-Value / Loyal
14400,49,1,574.7,454,25,574.7,1,At-Risk / Low-Value
14401,7,9,2766.2999999999997,3273,76,307.3666666666666,3,High-Value / Loyal
14403,30,4,1475.81,519,17,368.9525,0,Regular / Mid-Value
14404,8,5,1347.52,781,64,269.504,3,High-Value / Loyal
14406,19,1,156.75,77,8,156.75,2,Recent / Potential
14407,7,6,2157.73,1415,67,359.62166666666667,3,High-Value / Loyal
14408,30,5,1996.51,1296,59,399.302,0,Regular / Mid-Value
14409,22,5,1943.73,1160,36,388.746,3,High-Value / Loyal
14410,41,7,979.98,488,123,139.99714285714285,0,Regular / Mid-Value
14411,210,1,1063.0,196,14,1063.0,1,At-Risk / Low-Value
14413,262,1,122.7,68,22,122.7,1,At-Risk / Low-Value
14414,9,5,1137.08,1786,68,227.416,2,Recent / Potential
14415,23,8,3339.33,1606,173,417.41625,3,High-Value / Loyal
14418,8,1,150.44,148,17,150.44,2,Recent / Potential
14419,152,2,307.56,162,45,153.78,1,At-Risk / Low-Value
14421,111,1,455.18,194,15,455.18,1,At-Risk / Low-Value
14422,70,2,1032.15,541,57,516.075,0,Regular / Mid-Value
14423,118,1,265.2,120,3,265.2,1,At-Risk / Low-Value
14426,40,6,2885.58,1603,151,480.93,3,High-Value / Loyal
14428,139,2,330.62,145,25,165.31,1,At-Risk / Low-Value
14431,202,1,470.36,130,17,470.36,1,At-Risk / Low-Value
14437,265,1,63.0,60,5,63.0,1,At-Risk / Low-Value
14438,206,1,131.9,82,9,131.9,1,At-Risk / Low-Value
14439,219,1,2661.24,526,32,2661.24,0,Regular / Mid-Value
14440,216,2,1185.71,341,25,592.855,0,Regular / Mid-Value
14441,155,1,356.84000000000003,108,13,356.84000000000003,1,At-Risk / Low-Value
14442,104,2,1589.82,482,58,794.91,0,Regular / Mid-Value
14443,38,3,991.52,666,58,330.50666666666666,0,Regular / Mid-Value
14446,146,1,303.04,318,83,303.04,1,At-Risk / Low-Value
14447,96,2,601.03,313,34,300.515,0,Regular / Mid-Value
14448,264,1,102.35000000000001,44,18,102.35000000000001,1,At-Risk / Low-Value
14449,146,2,401.3,336,98,200.65,1,At-Risk / Low-Value
14450,80,3,483.25,241,32,161.08333333333334,0,Regular / Mid-Value
14451,94,1,360.0,204,52,360.0,1,At-Risk / Low-Value
14453,90,1,119.93,49,22,119.93,1,At-Risk / Low-Value
14456,31,3,636.65,576,220,212.21666666666667,0,Regular / Mid-Value
14457,210,1,113.64,88,4,113.64,1,At-Risk / Low-Value
14459,55,1,1837.92,760,37,1837.92,0,Regular / Mid-Value
14460,10,3,434.34,881,14,144.78,2,Recent / Potential
14461,48,3,2103.06,766,173,701.02,0,Regular / Mid-Value
14462,20,9,1534.1,686,126,170.45555555555555,3,High-Value / Loyal
14463,70,2,309.42,127,4,154.71,1,At-Risk / Low-Value
14465,146,3,1058.6200000000001,405,107,352.8733333333334,0,Regular / Mid-Value
14466,15,5,1580.45,597,28,316.09000000000003,3,High-Value / Loyal
14467,212,1,131.7,37,15,131.7,1,At-Risk / Low-Value
14470,187,1,297.64,138,35,297.64,1,At-Risk / Low-Value
14472,3,8,1936.84,1160,153,242.105,3,High-Value / Loyal
14473,182,1,85.0,10,1,85.0,1,At-Risk / Low-Value
14475,86,2,622.17,243,23,311.085,0,Regular / Mid-Value
14476,157,1,215.7,132,17,215.7,1,At-Risk / Low-Value
14477,84,2,523.0,300,3,261.5,0,Regular / Mid-Value
14479,153,2,316.25,117,18,158.125,1,At-Risk / Low-Value
14481,64,2,636.51,489,25,318.255,0,Regular / Mid-Value
14482,139,1,238.1,111,15,238.1,1,At-Risk / Low-Value
14483,181,1,137.1,97,9,137.1,1,At-Risk / Low-Value
14487,268,1,125.10000000000001,37,13,125.10000000000001,1,At-Risk / Low-Value
14489,107,1,463.38,299,30,463.38,1,At-Risk / Low-Value
14491,75,2,340.93,139,17,170.465,1,At-Risk / Low-Value
14493,55,1,611.22,327,29,611.22,1,At-Risk / Low-Value
14495,21,1,40.599999999999994,22,2,40.599999999999994,1,At-Risk / Low-Value
14496,211,2,538.8100000000001,159,16,269.40500000000003,1,At-Risk / Low-Value
14497,209,1,475.37,235,29,475.37,1,At-Risk / Low-Value
14498,16,4,1281.79,689,104,320.4475,2,Recent / Potential
14499,33,2,370.96000000000004,191,71,185.48000000000002,2,Recent / Potential
14500,12,2,335.85,107,5,167.925,2,Recent / Potential
14501,83,2,251.21,161,9,125.605,1,At-Risk / Low-Value
14502,49,7,1176.01,540,201,168.00142857142856,0,Regular / Mid-Value
14503,78,1,597.07,381,40,597.07,1,At-Risk / Low-Value
14504,143,3,542.71,263,81,180.90333333333334,0,Regular / Mid-Value
14505,9,6,4255.64,1933,388,709.2733333333334,3,High-Value / Loyal
